row_id,airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
275008,Vistara,Hyderabad,Afternoon,one,Night,Delhi,Business,10.08,7,51875
90646,AirAsia,Bangalore,Morning,one,Evening,Delhi,Economy,7.58,34,2723
105263,Indigo,Bangalore,Afternoon,one,Night,Kolkata,Economy,8.0,20,3962
93458,GO_FIRST,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.25,47,3466
54983,Vistara,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,14,11129
288629,Vistara,Chennai,Early_Morning,one,Afternoon,Delhi,Business,8.67,19,71304
212423,Air_India,Delhi,Evening,one,Afternoon,Bangalore,Business,21.08,8,35490
76371,Vistara,Mumbai,Morning,one,Night,Hyderabad,Economy,11.0,43,3971
81589,Vistara,Mumbai,Evening,one,Evening,Chennai,Economy,20.58,32,4348
185737,Air_India,Chennai,Early_Morning,one,Night,Delhi,Economy,14.08,38,3916
72021,Vistara,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,26.08,14,8988
103187,Vistara,Bangalore,Evening,one,Morning,Kolkata,Economy,14.75,5,11205
125669,AirAsia,Kolkata,Afternoon,two_or_more,Late_Night,Delhi,Economy,13.67,39,3014
81626,Vistara,Mumbai,Afternoon,one,Morning,Chennai,Economy,19.25,32,4913
268287,Vistara,Kolkata,Evening,one,Morning,Bangalore,Business,15.25,18,52287
142150,GO_FIRST,Kolkata,Evening,one,Late_Night,Bangalore,Economy,7.0,47,6109
228362,Air_India,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,7.67,34,50957
232005,Vistara,Mumbai,Night,zero,Night,Bangalore,Business,1.83,25,20684
78825,Indigo,Mumbai,Early_Morning,one,Afternoon,Chennai,Economy,8.83,13,8043
279940,Vistara,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.42,43,60555
212722,Vistara,Delhi,Morning,one,Night,Bangalore,Business,12.5,11,54777
248393,Vistara,Bangalore,Morning,one,Night,Delhi,Business,12.17,46,57081
54329,GO_FIRST,Mumbai,Afternoon,two_or_more,Late_Night,Bangalore,Economy,10.58,11,5102
267580,Air_India,Kolkata,Night,one,Night,Bangalore,Business,23.58,6,60978
31636,Air_India,Delhi,Morning,one,Night,Hyderabad,Economy,10.92,24,4209
131398,Air_India,Kolkata,Night,one,Morning,Mumbai,Economy,12.58,26,5102
116694,Vistara,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,16,5731
22703,Vistara,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,16,8134
280817,Vistara,Hyderabad,Morning,one,Morning,Bangalore,Business,26.25,12,38099
101834,Air_India,Bangalore,Afternoon,one,Night,Mumbai,Economy,7.92,44,6578
148951,Air_India,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,12,13524
183257,GO_FIRST,Chennai,Early_Morning,one,Morning,Delhi,Economy,5.17,22,5532
66740,Vistara,Mumbai,Evening,one,Night,Kolkata,Economy,5.17,30,6634
129597,Air_India,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.75,16,4253
66954,Air_India,Mumbai,Morning,one,Night,Kolkata,Economy,10.25,31,7237
114965,GO_FIRST,Bangalore,Evening,one,Early_Morning,Hyderabad,Economy,13.75,45,4550
239919,Vistara,Mumbai,Morning,one,Evening,Hyderabad,Business,9.5,28,58125
222141,Vistara,Delhi,Early_Morning,one,Evening,Chennai,Business,14.17,6,57992
186510,Indigo,Chennai,Afternoon,zero,Evening,Delhi,Economy,2.75,43,2750
155712,Vistara,Hyderabad,Night,one,Afternoon,Delhi,Economy,15.08,28,5892
104053,Indigo,Bangalore,Night,zero,Late_Night,Kolkata,Economy,2.5,12,5178
238165,Vistara,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,10.0,4,61597
18744,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,43,4496
156508,Air_India,Hyderabad,Evening,one,Night,Delhi,Economy,4.75,34,5410
296922,Vistara,Chennai,Early_Morning,one,Night,Kolkata,Business,15.83,24,55377
231209,Air_India,Mumbai,Night,one,Afternoon,Bangalore,Business,18.08,16,29094
72480,Vistara,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.25,17,5224
174229,Air_India,Hyderabad,Night,one,Evening,Kolkata,Economy,22.33,32,4368
281861,Vistara,Hyderabad,Night,one,Night,Bangalore,Business,25.25,30,38099
132989,Air_India,Kolkata,Afternoon,one,Evening,Mumbai,Economy,26.42,35,4478
275642,Air_India,Hyderabad,Morning,one,Night,Delhi,Business,15.33,19,39499
124618,Air_India,Kolkata,Afternoon,one,Morning,Delhi,Economy,19.92,32,6464
64561,Air_India,Mumbai,Afternoon,one,Evening,Kolkata,Economy,27.58,19,4977
12593,GO_FIRST,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.08,15,4205
68231,SpiceJet,Mumbai,Night,one,Morning,Kolkata,Economy,11.33,38,6093
149232,Vistara,Kolkata,Morning,one,Morning,Chennai,Economy,25.42,15,11441
92153,AirAsia,Bangalore,Evening,two_or_more,Late_Night,Delhi,Economy,9.33,41,2723
83863,Vistara,Mumbai,Afternoon,one,Morning,Chennai,Economy,18.17,48,3998
78121,Indigo,Mumbai,Evening,zero,Night,Chennai,Economy,2.08,8,7518
10419,AirAsia,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,4,7423
89013,Indigo,Bangalore,Early_Morning,one,Evening,Delhi,Economy,9.0,26,3788
80830,Vistara,Mumbai,Morning,one,Night,Chennai,Economy,10.83,27,4249
252094,Air_India,Bangalore,Afternoon,one,Evening,Mumbai,Business,6.67,41,54684
199639,Vistara,Chennai,Morning,one,Morning,Kolkata,Economy,22.83,20,6147
299562,Vistara,Chennai,Night,one,Early_Morning,Hyderabad,Business,11.33,37,41064
161890,Vistara,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,13.25,25,5060
17567,GO_FIRST,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,38,4020
83731,Vistara,Mumbai,Evening,one,Morning,Chennai,Economy,14.17,47,3998
240102,Air_India,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,9.67,31,31756
13723,Indigo,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,20,4500
135528,Vistara,Kolkata,Night,one,Early_Morning,Mumbai,Economy,11.67,49,6087
132605,Air_India,Kolkata,Afternoon,one,Evening,Mumbai,Economy,24.92,32,8899
68446,GO_FIRST,Mumbai,Night,one,Early_Morning,Kolkata,Economy,11.75,39,5817
43104,Air_India,Mumbai,Evening,one,Night,Delhi,Economy,27.17,1,23058
49007,GO_FIRST,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,31,6225
280612,Vistara,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,8,71117
93016,GO_FIRST,Bangalore,Evening,one,Late_Night,Delhi,Economy,7.58,45,3466
88034,GO_FIRST,Bangalore,Afternoon,one,Night,Delhi,Economy,7.08,21,6022
22615,Air_India,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,16,5805
175922,Air_India,Hyderabad,Night,one,Afternoon,Kolkata,Economy,14.33,46,4758
194028,Indigo,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,5,3362
165148,Vistara,Hyderabad,Morning,one,Night,Mumbai,Economy,11.17,46,5060
227625,Vistara,Mumbai,Night,one,Morning,Delhi,Business,12.75,27,51372
83704,Indigo,Mumbai,Evening,one,Early_Morning,Chennai,Economy,9.92,47,1890
160937,Vistara,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.42,19,5060
209202,Vistara,Delhi,Afternoon,one,Night,Mumbai,Business,7.92,25,36577
103066,Indigo,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,4,10164
164016,Vistara,Hyderabad,Evening,one,Night,Mumbai,Economy,5.17,39,4416
140426,GO_FIRST,Kolkata,Morning,zero,Morning,Bangalore,Economy,2.67,36,3860
121810,GO_FIRST,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.5,16,6488
52934,Air_India,Mumbai,Evening,one,Morning,Bangalore,Economy,13.92,2,9201
26298,Air_India,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,36,5276
669,GO_FIRST,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,5,10575
91521,Air_India,Bangalore,Early_Morning,one,Morning,Delhi,Economy,26.5,38,3674
275445,Vistara,Hyderabad,Morning,one,Afternoon,Delhi,Business,5.58,15,51875
151758,Vistara,Kolkata,Night,one,Evening,Chennai,Economy,23.33,40,7021
4996,Vistara,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,26,4781
166122,AirAsia,Hyderabad,Evening,one,Night,Bangalore,Economy,7.67,8,11319
57772,GO_FIRST,Mumbai,Night,one,Morning,Bangalore,Economy,10.58,29,5102
178186,Indigo,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,3.25,24,4836
270173,Vistara,Kolkata,Early_Morning,one,Evening,Bangalore,Business,11.67,48,60978
25963,Air_India,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,34,6311
180695,Vistara,Chennai,Night,one,Morning,Delhi,Economy,12.08,4,13023
104356,AirAsia,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,14,5176
112047,Vistara,Bangalore,Night,one,Early_Morning,Hyderabad,Economy,10.17,22,5322
280530,Vistara,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.92,7,56702
4174,Vistara,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,22,6296
71045,Vistara,Mumbai,Night,one,Afternoon,Hyderabad,Economy,14.67,7,10058
25706,Indigo,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,33,3999
160800,Indigo,Hyderabad,Night,one,Morning,Mumbai,Economy,9.75,18,6140
137479,Vistara,Kolkata,Morning,one,Evening,Bangalore,Economy,7.33,16,6841
34870,Vistara,Delhi,Evening,one,Morning,Hyderabad,Economy,15.5,46,5761
38541,Indigo,Delhi,Late_Night,one,Morning,Chennai,Economy,7.92,23,4316
149231,Vistara,Kolkata,Night,one,Morning,Chennai,Economy,15.25,15,11441
186713,Vistara,Chennai,Early_Morning,one,Night,Delhi,Economy,16.0,44,4971
138950,Indigo,Kolkata,Evening,one,Late_Night,Bangalore,Economy,5.17,26,4284
221772,Air_India,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,23.25,48,39321
154793,Vistara,Hyderabad,Morning,one,Evening,Delhi,Economy,5.5,21,7257
208001,Air_India,Delhi,Evening,one,Evening,Mumbai,Business,25.08,14,40447
152372,Vistara,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,47,14939
83558,Indigo,Mumbai,Morning,one,Evening,Chennai,Economy,6.67,46,1890
191081,Vistara,Chennai,Night,zero,Night,Mumbai,Economy,2.08,29,2960
228277,Vistara,Mumbai,Morning,one,Night,Delhi,Business,12.5,33,53152
32312,AirAsia,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,29,2050
117562,Air_India,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,26,3720
260431,Air_India,Bangalore,Morning,one,Evening,Chennai,Business,8.58,33,60396
7146,SpiceJet,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,36,4581
241379,Vistara,Mumbai,Afternoon,one,Night,Hyderabad,Business,7.17,48,58125
89591,GO_FIRST,Bangalore,Afternoon,one,Night,Delhi,Economy,9.92,29,3466
100290,Indigo,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.92,36,5905
240692,Vistara,Mumbai,Morning,zero,Afternoon,Hyderabad,Business,1.5,39,17604
112625,Air_India,Bangalore,Afternoon,two_or_more,Evening,Hyderabad,Economy,30.67,26,7920
100282,Air_India,Bangalore,Evening,one,Evening,Mumbai,Economy,23.17,36,5771
295172,Vistara,Chennai,Early_Morning,one,Night,Bangalore,Business,16.42,35,60260
102264,Indigo,Bangalore,Evening,one,Night,Mumbai,Economy,5.83,47,3012
61630,Air_India,Mumbai,Night,zero,Night,Kolkata,Economy,2.75,2,7413
172495,Indigo,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,7.08,18,5293
106657,Indigo,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.67,29,5635
213484,Vistara,Delhi,Morning,one,Night,Bangalore,Business,12.08,20,57017
141083,Vistara,Kolkata,Morning,one,Night,Bangalore,Economy,12.42,40,6195
138260,Air_India,Kolkata,Afternoon,one,Morning,Bangalore,Economy,17.42,21,7054
260399,Vistara,Bangalore,Morning,one,Night,Chennai,Business,14.58,33,44280
248129,Vistara,Bangalore,Morning,one,Evening,Delhi,Business,8.33,43,45097
134729,Vistara,Kolkata,Night,one,Night,Mumbai,Economy,23.67,44,6711
217554,Vistara,Delhi,Afternoon,zero,Evening,Kolkata,Business,2.17,27,27976
38728,Vistara,Delhi,Morning,one,Night,Chennai,Economy,13.58,24,4979
226800,Vistara,Mumbai,Night,zero,Late_Night,Delhi,Business,2.17,20,22140
258158,Air_India,Bangalore,Morning,one,Evening,Hyderabad,Business,8.92,36,56476
281844,Air_India,Hyderabad,Afternoon,zero,Afternoon,Bangalore,Business,1.25,30,12114
165244,Vistara,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58,47,4660
80482,Indigo,Mumbai,Evening,one,Night,Chennai,Economy,4.75,24,7093
295965,Air_India,Chennai,Afternoon,one,Night,Kolkata,Business,8.75,3,57777
212392,Vistara,Delhi,Morning,one,Evening,Bangalore,Business,8.92,7,60489
96457,Indigo,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,16,4190
6480,Air_India,Delhi,Morning,one,Afternoon,Mumbai,Economy,3.92,33,3554
190327,Indigo,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,23,6355
284892,Vistara,Hyderabad,Night,one,Night,Kolkata,Business,26.17,40,51819
18879,Air_India,Delhi,Morning,one,Night,Bangalore,Economy,12.5,44,3621
235766,Air_India,Mumbai,Early_Morning,one,Evening,Kolkata,Business,12.08,22,49725
255156,Vistara,Bangalore,Night,one,Evening,Kolkata,Business,20.92,37,60508
262302,Vistara,Kolkata,Morning,one,Night,Delhi,Business,11.5,19,68303
231279,Vistara,Mumbai,Evening,one,Morning,Bangalore,Business,16.33,16,69168
214527,Vistara,Delhi,Afternoon,one,Evening,Bangalore,Business,4.92,33,42457
245585,Vistara,Bangalore,Morning,one,Night,Delhi,Business,13.42,11,65033
230413,Vistara,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,7,26396
205493,Vistara,Chennai,Morning,one,Evening,Hyderabad,Economy,9.17,36,4086
3990,Vistara,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,21,7785
253719,Vistara,Bangalore,Evening,one,Morning,Kolkata,Business,13.92,15,78025
265660,Vistara,Kolkata,Morning,one,Night,Mumbai,Business,11.75,25,80511
148294,Indigo,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.33,5,9639
14405,SpiceJet,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,23,5619
193272,Indigo,Chennai,Night,one,Early_Morning,Mumbai,Economy,7.17,45,1830
126803,Air_India,Kolkata,Evening,one,Afternoon,Delhi,Economy,19.33,45,6339
223081,Vistara,Delhi,Evening,one,Morning,Chennai,Business,15.08,20,60232
237190,Air_India,Mumbai,Early_Morning,one,Afternoon,Kolkata,Business,8.58,40,43165
219383,Vistara,Delhi,Early_Morning,one,Night,Hyderabad,Business,13.42,6,53937
258299,Vistara,Bangalore,Evening,one,Early_Morning,Hyderabad,Business,12.83,39,37985
12429,Vistara,Delhi,Evening,one,Night,Bangalore,Economy,5.08,14,10680
121960,Air_India,Kolkata,Afternoon,one,Morning,Delhi,Economy,21.75,17,6339
106264,Vistara,Bangalore,Evening,one,Evening,Kolkata,Economy,23.25,26,8112
179844,Indigo,Hyderabad,Early_Morning,one,Morning,Chennai,Economy,3.25,42,2704
14674,AirAsia,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,25,3090
254090,Vistara,Bangalore,Morning,one,Night,Kolkata,Business,11.25,21,60508
97771,GO_FIRST,Bangalore,Evening,zero,Night,Mumbai,Economy,1.83,23,2201
16905,Indigo,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,35,3587
816,Air_India,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,6,9000
156283,Air_India,Hyderabad,Night,one,Morning,Delhi,Economy,12.0,32,6128
254546,Vistara,Bangalore,Evening,one,Evening,Kolkata,Business,25.5,28,51817
102744,Air_India,Bangalore,Afternoon,one,Morning,Mumbai,Economy,20.83,49,6578
5232,Vistara,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,27,5355
295713,Air_India,Chennai,Evening,one,Night,Bangalore,Business,6.92,45,72356
221468,Air_India,Delhi,Morning,one,Early_Morning,Hyderabad,Business,22.08,43,44405
97566,Vistara,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,22,2150
238358,Air_India,Mumbai,Morning,one,Evening,Hyderabad,Business,9.33,7,53634
10841,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,6,10680
183572,Air_India,Chennai,Morning,one,Night,Delhi,Economy,14.75,24,6342
264794,Vistara,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.83,13,70431
130468,Vistara,Kolkata,Morning,one,Night,Mumbai,Economy,11.33,20,14193
266129,Vistara,Kolkata,Night,one,Morning,Mumbai,Business,15.17,32,56991
23854,Vistara,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,22,8534
245296,Air_India,Bangalore,Evening,one,Evening,Delhi,Business,24.17,8,42521
275812,Vistara,Hyderabad,Afternoon,one,Night,Delhi,Business,10.08,22,51875
180512,Indigo,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.83,2,11027
195910,Air_India,Chennai,Morning,one,Morning,Bangalore,Economy,26.67,28,5012
178120,Indigo,Hyderabad,Early_Morning,two_or_more,Night,Chennai,Economy,15.42,23,7624
270520,Air_India,Kolkata,Afternoon,one,Night,Hyderabad,Business,8.58,8,49151
237987,Vistara,Mumbai,Evening,one,Evening,Kolkata,Business,25.08,49,64285
25324,Indigo,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,31,3999
104623,Air_India,Bangalore,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,15,15679
172070,Air_India,Hyderabad,Morning,two_or_more,Afternoon,Kolkata,Economy,24.83,14,12740
246546,Vistara,Bangalore,Evening,one,Night,Delhi,Business,4.58,23,62793
51081,Vistara,Mumbai,Evening,one,Morning,Delhi,Economy,13.67,41,5232
199881,Indigo,Chennai,Afternoon,one,Night,Kolkata,Economy,7.0,22,7326
209746,Air_India,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.17,30,22152
136008,Air_India,Kolkata,Evening,one,Evening,Bangalore,Economy,25.25,5,12684
81722,Vistara,Mumbai,Morning,one,Night,Chennai,Economy,10.83,33,4249
4460,GO_FIRST,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,24,2410
213339,Air_India,Delhi,Evening,zero,Night,Bangalore,Business,2.75,19,32859
229116,Vistara,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.75,41,51372
52400,Air_India,Mumbai,Morning,one,Night,Delhi,Economy,10.58,47,6300
201985,Air_India,Chennai,Night,one,Morning,Kolkata,Economy,12.67,43,4784
239146,Air_India,Mumbai,Afternoon,one,Night,Hyderabad,Business,8.0,18,45693
186956,Indigo,Chennai,Morning,one,Night,Delhi,Economy,10.58,46,2051
148663,Vistara,Kolkata,Morning,one,Night,Chennai,Economy,12.67,9,14620
9734,GO_FIRST,Delhi,Morning,one,Evening,Mumbai,Economy,8.17,48,5806
56286,Vistara,Mumbai,Morning,one,Evening,Bangalore,Economy,6.92,21,6450
197805,Indigo,Chennai,Evening,zero,Evening,Kolkata,Economy,2.08,1,6197
277885,Vistara,Hyderabad,Night,one,Morning,Mumbai,Business,15.0,12,52715
290042,Vistara,Chennai,Early_Morning,one,Evening,Delhi,Business,11.08,44,57920
144123,Air_India,Kolkata,Evening,two_or_more,Morning,Hyderabad,Economy,18.67,16,8973
265090,Air_India,Kolkata,Evening,one,Morning,Mumbai,Business,14.83,18,43711
12438,Vistara,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,14,10680
211661,Air_India,Delhi,Early_Morning,one,Night,Mumbai,Business,17.5,47,29776
187133,AirAsia,Chennai,Morning,one,Late_Night,Delhi,Economy,15.17,47,2477
269724,Vistara,Kolkata,Evening,one,Early_Morning,Bangalore,Business,14.25,41,52287
40921,Indigo,Delhi,Evening,zero,Evening,Chennai,Economy,2.83,37,3789
7254,GO_FIRST,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,37,2410
299913,Vistara,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,44,41064
290522,Air_India,Chennai,Morning,one,Night,Mumbai,Business,8.75,5,51057
227859,Vistara,Mumbai,Morning,one,Night,Delhi,Business,12.08,29,55684
286985,Vistara,Hyderabad,Evening,one,Night,Chennai,Business,26.58,36,58282
118718,GO_FIRST,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.67,39,3091
196310,SpiceJet,Chennai,Morning,zero,Morning,Bangalore,Economy,1.33,33,1444
68436,Air_India,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,24.08,39,5685
287242,Air_India,Hyderabad,Night,one,Morning,Chennai,Business,12.67,42,40843
9533,GO_FIRST,Delhi,Night,one,Early_Morning,Mumbai,Economy,11.75,47,5806
56166,Air_India,Mumbai,Morning,two_or_more,Evening,Bangalore,Economy,28.25,20,10028
222447,Air_India,Delhi,Early_Morning,one,Morning,Chennai,Business,26.92,11,45257
281317,Vistara,Hyderabad,Evening,one,Morning,Bangalore,Business,15.0,20,63277
69690,GO_FIRST,Mumbai,Night,one,Morning,Kolkata,Economy,10.08,46,5310
23708,Vistara,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,22,4000
200314,Vistara,Chennai,Night,one,Morning,Kolkata,Economy,12.5,26,5937
173382,Vistara,Hyderabad,Night,one,Morning,Kolkata,Economy,13.0,25,5960
16345,Air_India,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,32,4230
155157,Air_India,Hyderabad,Night,one,Afternoon,Delhi,Economy,16.25,24,5708
201917,Vistara,Chennai,Morning,one,Morning,Kolkata,Economy,23.92,42,7081
42707,Air_India,Delhi,Morning,two_or_more,Morning,Chennai,Economy,25.5,47,6438
26688,GO_FIRST,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,38,6395
156871,Air_India,Hyderabad,Morning,one,Night,Delhi,Economy,12.83,37,4387
228620,Air_India,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.25,37,22140
56778,SpiceJet,Mumbai,Night,one,Morning,Bangalore,Economy,9.25,24,3408
221243,Air_India,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Business,24.25,39,39321
268112,Vistara,Kolkata,Night,one,Night,Bangalore,Business,24.33,15,52287
270568,Vistara,Kolkata,Night,one,Afternoon,Hyderabad,Business,15.67,9,49207
213769,Vistara,Delhi,Night,one,Morning,Bangalore,Business,14.08,24,42457
59756,Indigo,Mumbai,Evening,one,Night,Bangalore,Economy,5.67,40,2124
180999,Indigo,Chennai,Afternoon,one,Night,Delhi,Economy,8.67,7,7877
233284,Air_India,Mumbai,Evening,one,Night,Bangalore,Business,26.08,39,54608
32272,Air_India,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.75,28,5530
144224,Air_India,Kolkata,Early_Morning,two_or_more,Evening,Hyderabad,Economy,11.58,17,8460
279385,Air_India,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,11.83,35,51058
100059,Indigo,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.08,35,4190
207096,Air_India,Delhi,Evening,one,Night,Mumbai,Business,3.75,6,22152
281079,Vistara,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,17,38099
257968,Air_India,Bangalore,Night,one,Evening,Hyderabad,Business,22.33,33,56476
224794,Air_India,Delhi,Afternoon,one,Morning,Chennai,Business,19.83,47,45257
142841,Vistara,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.75,5,11675
23541,Indigo,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,21,4293
148234,AirAsia,Kolkata,Early_Morning,one,Morning,Chennai,Economy,3.92,4,12417
279004,Vistara,Hyderabad,Morning,one,Night,Mumbai,Business,9.75,29,60555
280192,Vistara,Hyderabad,Morning,one,Night,Mumbai,Business,11.92,47,66155
102752,Vistara,Bangalore,Morning,one,Night,Mumbai,Economy,10.33,49,7212
281438,Vistara,Hyderabad,Afternoon,one,Night,Bangalore,Business,9.92,23,38099
164477,GO_FIRST,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,6.42,42,3423
147861,Indigo,Kolkata,Night,one,Early_Morning,Hyderabad,Economy,7.83,48,3401
121210,AirAsia,Kolkata,Evening,one,Late_Night,Delhi,Economy,9.08,13,5953
260787,Vistara,Bangalore,Morning,one,Night,Chennai,Business,10.5,40,60396
261680,Air_India,Kolkata,Night,zero,Night,Delhi,Business,2.5,9,28510
247492,Vistara,Bangalore,Night,one,Morning,Delhi,Business,10.92,35,50361
154648,GO_FIRST,Hyderabad,Early_Morning,one,Night,Delhi,Economy,16.58,20,6132
263499,Air_India,Kolkata,Night,one,Evening,Delhi,Business,23.08,41,48079
268398,Vistara,Kolkata,Afternoon,one,Night,Bangalore,Business,7.33,19,61874
47598,SpiceJet,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,25,2614
69558,GO_FIRST,Mumbai,Afternoon,one,Night,Kolkata,Economy,11.5,45,5817
276479,Air_India,Hyderabad,Night,one,Evening,Delhi,Business,20.0,35,39499
28397,Indigo,Delhi,Evening,one,Late_Night,Kolkata,Economy,5.33,47,6828
225796,Air_India,Mumbai,Evening,one,Night,Delhi,Business,5.33,10,39744
124743,GO_FIRST,Kolkata,Evening,one,Night,Delhi,Economy,7.08,33,5953
169632,Vistara,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,10.08,40,6461
81356,Indigo,Mumbai,Evening,one,Night,Chennai,Economy,4.75,30,6292
135766,Vistara,Kolkata,Evening,one,Evening,Bangalore,Economy,22.25,3,13728
139749,Indigo,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,12.17,31,6284
193224,Air_India,Chennai,Evening,one,Evening,Mumbai,Economy,27.0,44,4357
210469,Air_India,Delhi,Night,one,Night,Mumbai,Business,26.5,36,41113
251545,Vistara,Bangalore,Morning,zero,Morning,Mumbai,Business,1.92,35,20760
171818,Vistara,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,27.92,12,10426
107042,AirAsia,Bangalore,Early_Morning,one,Morning,Kolkata,Economy,6.83,32,3393
160458,Air_India,Hyderabad,Morning,one,Night,Mumbai,Economy,10.25,16,5699
58403,Air_India,Mumbai,Evening,one,Night,Bangalore,Economy,26.75,32,6544
21925,Vistara,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,12,13095
191493,Indigo,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.33,32,1830
87531,Air_India,Bangalore,Evening,one,Evening,Delhi,Economy,23.67,19,4105
41916,AirAsia,Delhi,Morning,one,Afternoon,Chennai,Economy,5.5,43,1998
124879,Air_India,Kolkata,Early_Morning,one,Evening,Delhi,Economy,8.5,34,4767
99538,GO_FIRST,Bangalore,Afternoon,one,Late_Night,Mumbai,Economy,9.58,32,4096
166534,Vistara,Hyderabad,Night,one,Evening,Bangalore,Economy,20.42,12,11319
171444,Vistara,Hyderabad,Morning,one,Evening,Kolkata,Economy,8.33,9,12524
189922,Indigo,Chennai,Evening,one,Late_Night,Mumbai,Economy,6.5,20,6618
